id,sentiment,airline_id,aircraft_type,customer_id,class_id
SENT_5706,Dissatisfied,ZW,De Havilland Canada DHC-8 Dash 8,8194,ECO_P
SENT_5707,Neutral,G7,Canadair CRJ-700,5525,BUS
SENT_5708,Dissatisfied,OH,Airbus A300,5566,ECO
SENT_5709,Dissatisfied,PT,Boeing 737,10066,BUS
SENT_5710,Satisfied,NK,McDonnell Douglas MD-80,9668,BUS
SENT_5711,Neutral,AA,Airbus A320,9026,ECO_P
SENT_5712,Neutral,B6,Airbus A321,10315,F_CLASS
SENT_5713,Dissatisfied,YX,Embraer ERJ-170,926,ECO_P
SENT_5714,Neutral,OO,Canadair CRJ-900,4702,F_CLASS
SENT_5715,Neutral,YX,De Havilland Canada DHC-8 Dash 8,5085,ECO_P
SENT_5716,Dissatisfied,CP,Canadair CRJ-100 Series,2343,ECO_P
SENT_5717,Dissatisfied,G7,Canadair CRJ-900,985,ECO
SENT_5718,Dissatisfied,NK,McDonnell Douglas DC-9,10263,ECO_P
SENT_5719,Dissatisfied,CP,Canadair CRJ-100 Series,12078,ECO
SENT_5720,Neutral,B6,Embraer ERJ-190,5177,BUS
SENT_5721,Dissatisfied,DL,Boeing 787 Dreamliner,3972,BUS
SENT_5722,Dissatisfied,KS,Airbus A320,1322,F_CLASS
SENT_5723,Satisfied,EM,McDonnell Douglas DC-10,10399,BUS
SENT_5724,Satisfied,YX,Embraer ERJ-190,12698,F_CLASS
SENT_5725,Dissatisfied,NK,McDonnell Douglas MD-80,2197,F_CLASS
SENT_5726,Dissatisfied,KS,Airbus A319,1184,BUS
SENT_5727,Neutral,EM,McDonnell Douglas DC-10,1231,ECO
SENT_5728,Dissatisfied,9E,Canadair CRJ-900,3675,ECO
SENT_5729,Dissatisfied,PT,Boeing 737,7871,ECO
SENT_5730,Neutral,PT,Boeing 737,5213,ECO_P
SENT_5731,Neutral,G7,Embraer ERJ-145,4148,ECO_P
SENT_5732,Dissatisfied,G7,Canadair CRJ-900,11368,ECO_P
SENT_5733,Dissatisfied,B6,Airbus A320,14721,ECO
SENT_5734,Dissatisfied,WN,Boeing 737,3309,F_CLASS
SENT_5735,Dissatisfied,G4,Airbus A320,9373,BUS
SENT_5736,Dissatisfied,KS,Fokker F70 / F100,10175,BUS
SENT_5737,Neutral,EV,ATR 42/72,6203,ECO
SENT_5738,Dissatisfied,AX,Boeing 767,9221,BUS
SENT_5739,Neutral,NK,Airbus A320,4606,ECO
SENT_5740,Satisfied,VX,Airbus A321,7077,F_CLASS
SENT_5741,Dissatisfied,EM,McDonnell Douglas DC-10,10747,F_CLASS
SENT_5742,Satisfied,VX,Airbus A319,7884,BUS
SENT_5743,Satisfied,AS,Boeing 737,7642,BUS
SENT_5744,Dissatisfied,VX,Airbus A319,3635,F_CLASS
SENT_5745,Satisfied,ZW,Dornier Do-328,8176,BUS
SENT_5746,Satisfied,F9,Boeing 737,12079,ECO
SENT_5747,Neutral,QX,Canadair CRJ-700,9156,ECO_P
SENT_5748,Satisfied,OO,Canadair CRJ-100 Series,8127,ECO_P
SENT_5749,Dissatisfied,HA,McDonnell Douglas DC-8,1149,F_CLASS
SENT_5750,Neutral,9K,Airbus A320,34,ECO
SENT_5751,Satisfied,B6,Airbus A320,11787,F_CLASS
SENT_5752,Neutral,QX,De Havilland Canada DHC-8 Dash 8,2848,F_CLASS
SENT_5753,Dissatisfied,EM,McDonnell Douglas DC-10,11192,ECO_P
SENT_5754,Neutral,KS,Fokker F70 / F100,3688,BUS
SENT_5755,Dissatisfied,ZW,British Aerospace BAe ATP,5909,ECO_P
SENT_5756,Neutral,F9,Boeing 737,8044,ECO_P
SENT_5757,Neutral,WN,Boeing 737,4692,BUS
SENT_5758,Dissatisfied,NK,Airbus A321,1854,ECO
SENT_5759,Satisfied,NK,Airbus A321,14404,BUS
SENT_5760,Dissatisfied,OO,Embraer EMB-120 Brasilia,8644,BUS
SENT_5761,Neutral,G7,Canadair CRJ-900,4228,ECO
SENT_5762,Neutral,OH,Airbus A300,14771,ECO
SENT_5763,Neutral,OH,Boeing 757,12872,BUS
SENT_5764,Neutral,EV,ATR 42/72,10347,ECO
SENT_5765,Dissatisfied,KS,Airbus A310,852,BUS
SENT_5766,Dissatisfied,DL,McDonnell Douglas MD-11,6341,BUS
SENT_5767,Satisfied,UA,Boeing 757,5072,ECO
SENT_5768,Dissatisfied,KS,Airbus A310,1543,F_CLASS
SENT_5769,Dissatisfied,VX,Airbus A321,12377,BUS
SENT_5770,Dissatisfied,F9,Airbus A319,12420,BUS
SENT_5771,Satisfied,QX,Dornier Do-328,13667,BUS
SENT_5772,Dissatisfied,CP,Canadair CRJ-100 Series,3763,ECO
SENT_5773,Neutral,VX,Airbus A319,1342,BUS
SENT_5774,Satisfied,UA,Boeing 767,12741,BUS
SENT_5775,Satisfied,B6,Airbus A320,4417,BUS
SENT_5776,Satisfied,HA,Boeing 717,10094,BUS
SENT_5777,Satisfied,AS,Boeing 737,2248,F_CLASS
SENT_5778,Satisfied,OH,Airbus A300,4655,ECO
SENT_5779,Satisfied,WN,Boeing 737,11605,F_CLASS
SENT_5780,Neutral,YX,Embraer ERJ-190,13474,BUS
SENT_5781,Satisfied,CP,Embraer ERJ-170,13594,F_CLASS
SENT_5782,Satisfied,UA,Embraer E175,3831,ECO
SENT_5783,Satisfied,9E,Canadair CRJ-900,4529,BUS
SENT_5784,Satisfied,ZW,Canadair CRJ-100 Series,14313,BUS
SENT_5785,Satisfied,MQ,Embraer ERJ-170,11943,ECO
SENT_5786,Satisfied,AX,Boeing 767,12006,BUS
SENT_5787,Satisfied,UA,Boeing 767,4246,F_CLASS
SENT_5788,Satisfied,MQ,Embraer ERJ-170,4080,BUS
SENT_5789,Satisfied,OH,Boeing 757,8385,ECO_P
SENT_5790,Satisfied,UA,Boeing 757,2879,ECO_P
SENT_5791,Satisfied,OO,Embraer ERJ-170,8982,ECO
SENT_5792,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,3746,ECO
SENT_5793,Satisfied,EV,ATR 42/72,2513,ECO_P
SENT_5794,Dissatisfied,KS,Airbus A319,883,ECO
SENT_5795,Satisfied,AS,Embraer ERJ-170,14573,BUS
SENT_5796,Satisfied,KS,Fokker F70 / F100,7891,BUS
SENT_5797,Neutral,EM,Antonov An-124,10918,F_CLASS
SENT_5798,Dissatisfied,CP,Canadair CRJ-100 Series,1933,F_CLASS
SENT_5799,Satisfied,OH,Airbus A300,690,ECO_P
SENT_5800,Satisfied,AA,Boeing 767,6135,ECO_P
SENT_5801,Neutral,KS,Airbus A310,513,F_CLASS
SENT_5802,Neutral,B6,Airbus A321,14361,ECO_P
SENT_5803,Neutral,YV,De Havilland Canada DHC-8 Dash 8,5955,ECO_P
SENT_5804,Neutral,OO,Embraer ERJ-170,7007,BUS
SENT_5805,Neutral,EV,ATR 42/72,4605,ECO
SENT_5806,Satisfied,G4,Airbus A320,4240,BUS
SENT_5807,Neutral,B6,Airbus A321,11441,BUS
SENT_5808,Dissatisfied,OO,Canadair CRJ-900,13532,ECO_P
SENT_5809,Dissatisfied,9K,Airbus A350 XWB,3677,F_CLASS
SENT_5810,Neutral,9K,Airbus A320,6385,F_CLASS
SENT_5811,Satisfied,9K,Airbus A320,2411,BUS
SENT_5812,Satisfied,G7,British Aerospace Jetstream 41,10361,ECO
SENT_5813,Neutral,EM,Tupolev Tu-204,10343,BUS
SENT_5814,Satisfied,9K,Embraer ERJ-170,9180,F_CLASS
SENT_5815,Neutral,C5,Airbus A321,936,F_CLASS
SENT_5816,Dissatisfied,EM,Antonov An-124,11033,F_CLASS
SENT_5817,Neutral,HA,Boeing 767,8109,BUS
SENT_5818,Neutral,YV,Canadair CRJ-100 Series,12089,ECO_P
SENT_5819,Neutral,9E,Canadair CRJ-900,2319,ECO
SENT_5820,Dissatisfied,OH,Airbus A300,12536,ECO
SENT_5821,Dissatisfied,QX,De Havilland Canada DHC-8 Dash 8,13340,ECO
SENT_5822,Dissatisfied,F9,Boeing 737,8358,ECO_P
SENT_5823,Dissatisfied,QX,Canadair CRJ-700,7448,ECO_P
SENT_5824,Neutral,VX,Airbus A321,24,BUS
SENT_5825,Neutral,UA,Airbus A350,11511,BUS
SENT_5826,Dissatisfied,WN,Boeing 737,8435,ECO
SENT_5827,Neutral,VX,Airbus A321,10496,F_CLASS
SENT_5828,Neutral,CP,Canadair CRJ-100 Series,5218,ECO_P
SENT_5829,Dissatisfied,VX,Airbus A320,12644,BUS
SENT_5830,Dissatisfied,UA,Airbus A350,8509,BUS
SENT_5831,Dissatisfied,PT,Boeing 737,13029,ECO_P
SENT_5832,Neutral,G4,McDonnell Douglas MD-80,12421,ECO
SENT_5833,Neutral,UA,Boeing 777,4404,BUS
SENT_5834,Satisfied,C5,Airbus A321,4886,BUS
SENT_5835,Satisfied,MQ,Embraer ERJ-170,12927,BUS
SENT_5836,Neutral,OO,Mitsubishi MRJ90,13274,ECO
SENT_5837,Satisfied,DL,Embraer ERJ-190,8163,F_CLASS
SENT_5838,Neutral,G7,Embraer ERJ-145,5894,BUS
SENT_5839,Dissatisfied,WN,Boeing 737,4921,BUS
SENT_5840,Satisfied,KS,Fokker F70 / F100,4568,F_CLASS
SENT_5841,Dissatisfied,VX,Airbus A319,13603,ECO
SENT_5842,Satisfied,YV,De Havilland Canada DHC-8 Dash 8,7498,ECO_P
SENT_5843,Satisfied,VX,Airbus A320,12659,BUS
SENT_5844,Satisfied,F9,Airbus A321,5877,BUS
SENT_5845,Satisfied,AS,Embraer ERJ-170,2826,ECO
SENT_5846,Satisfied,OO,Canadair CRJ-700,1150,F_CLASS
SENT_5847,Satisfied,DL,Airbus A319,3371,ECO
SENT_5848,Satisfied,ZW,De Havilland Canada DHC-8 Dash 8,9837,ECO_P
SENT_5849,Satisfied,DL,Boeing 717,10691,F_CLASS
SENT_5850,Satisfied,PT,Boeing 737,5132,F_CLASS
SENT_5851,Satisfied,VX,Airbus A319,11776,BUS
SENT_5852,Satisfied,AA,Boeing 747,278,F_CLASS
SENT_5853,Satisfied,YX,Embraer ERJ-170,11881,F_CLASS
SENT_5854,Satisfied,YV,Embraer ERJ-145,14984,BUS
SENT_5855,Neutral,CP,Embraer ERJ-170,13765,BUS
SENT_5856,Satisfied,AS,Boeing 737,11470,ECO_P
SENT_5857,Satisfied,PT,Boeing 737,4334,ECO
SENT_5858,Neutral,G7,ATR 42/72,3898,ECO_P
SENT_5859,Dissatisfied,MQ,Embraer ERJ-170,5645,F_CLASS
SENT_5860,Neutral,VX,Airbus A320,7002,BUS
SENT_5861,Neutral,F9,Airbus A320,4409,F_CLASS
SENT_5862,Neutral,9E,Canadair CRJ-900,12141,ECO_P
SENT_5863,Dissatisfied,MQ,Embraer ERJ-170,10748,BUS
SENT_5864,Dissatisfied,F9,Airbus A320,7169,ECO_P
SENT_5865,Neutral,MQ,Embraer ERJ-170,10363,BUS
SENT_5866,Satisfied,VX,Airbus A320,14041,BUS
SENT_5867,Dissatisfied,CP,Canadair CRJ-100 Series,6797,ECO
SENT_5868,Dissatisfied,NK,Airbus A321,13582,BUS
SENT_5869,Dissatisfied,9E,Canadair CRJ-100 Series,4165,ECO
SENT_5870,Neutral,NK,Airbus A320,11704,ECO
SENT_5871,Satisfied,ZW,Dornier Do-328,7025,BUS
SENT_5872,Satisfied,VX,Airbus A320,7374,BUS
SENT_5873,Satisfied,EV,ATR 42/72,14695,F_CLASS
SENT_5874,Satisfied,AA,Boeing 787 Dreamliner,5352,F_CLASS
SENT_5875,Satisfied,NK,McDonnell Douglas DC-9,4786,ECO_P
SENT_5876,Satisfied,QX,Dornier Do-328,344,BUS
SENT_5877,Satisfied,UA,Boeing 727,9885,ECO_P
SENT_5878,Satisfied,YX,Embraer ERJ-170,6056,ECO_P
SENT_5879,Satisfied,EV,ATR 42/72,12844,BUS
SENT_5880,Satisfied,B6,Airbus A320,7189,BUS
SENT_5881,Satisfied,QX,Canadair CRJ-700,13378,ECO_P
SENT_5882,Neutral,EM,Antonov An-124,6075,BUS
SENT_5883,Satisfied,AS,Embraer ERJ-170,14479,ECO
SENT_5884,Neutral,G7,Embraer ERJ-145,1624,F_CLASS
SENT_5885,Satisfied,YV,Canadair CRJ-900,998,F_CLASS
SENT_5886,Satisfied,UA,Boeing 737,14280,ECO
SENT_5887,Neutral,OO,Canadair CRJ-900,380,ECO
SENT_5888,Dissatisfied,OH,Airbus A300,4039,ECO
SENT_5889,Satisfied,EM,Antonov An-124,14234,F_CLASS
SENT_5890,Satisfied,QX,Dornier Do-328,4916,BUS
SENT_5891,Satisfied,YV,Embraer ERJ-170,11327,F_CLASS
SENT_5892,Dissatisfied,KS,Fokker F70 / F100,7478,BUS
SENT_5893,Neutral,AX,Boeing 767,14877,ECO_P
SENT_5894,Satisfied,OH,Airbus A300,2467,ECO
SENT_5895,Dissatisfied,NK,McDonnell Douglas DC-9,2577,BUS
SENT_5896,Neutral,WN,Boeing 737,12673,F_CLASS
SENT_5897,Dissatisfied,PT,Boeing 737,4767,BUS
SENT_5898,Satisfied,AA,British Aerospace BAe 146/Avro RJ,3484,BUS
SENT_5899,Satisfied,KS,Airbus A310,1322,BUS
SENT_5900,Dissatisfied,AA,Boeing 747,4761,F_CLASS
SENT_5901,Dissatisfied,EV,ATR 42/72,9953,ECO_P
SENT_5902,Satisfied,EV,ATR 42/72,1681,BUS
SENT_5903,Dissatisfied,HA,McDonnell Douglas DC-8,8107,ECO_P
SENT_5904,Satisfied,WN,Boeing 737,11543,ECO_P
SENT_5905,Neutral,AX,Boeing 767,4776,ECO
SENT_5906,Satisfied,OO,Canadair CRJ-700,7951,ECO_P
SENT_5907,Satisfied,KS,Boeing 737,11797,ECO
SENT_5908,Satisfied,OO,Canadair CRJ-700,10844,ECO_P
SENT_5909,Satisfied,G4,Boeing 757,7684,F_CLASS
SENT_5910,Dissatisfied,9K,ATR 42/72,5822,ECO
SENT_5911,Neutral,DL,Airbus A310,5716,ECO_P
SENT_5912,Neutral,CP,Embraer ERJ-170,3364,ECO
SENT_5913,Satisfied,G4,McDonnell Douglas DC-9,1304,BUS
SENT_5914,Satisfied,9E,Canadair CRJ-100 Series,11731,BUS
SENT_5915,Neutral,AA,Boeing 777,2698,F_CLASS
SENT_5916,Neutral,DL,Bombardier CS100,628,ECO_P
SENT_5917,Dissatisfied,AX,Boeing 767,10263,F_CLASS
SENT_5918,Neutral,KS,Airbus A320,14525,ECO_P
SENT_5919,Neutral,QX,Dornier Do-328,1509,ECO_P
SENT_5920,Satisfied,WN,Boeing 737,1815,ECO_P
SENT_5921,Dissatisfied,YX,De Havilland Canada DHC-8 Dash 8,7724,ECO
SENT_5922,Neutral,OO,Canadair CRJ-100 Series,10525,ECO
SENT_5923,Dissatisfied,C5,Airbus A321,8889,ECO
SENT_5924,Neutral,HA,Airbus A330,7318,ECO_P
SENT_5925,Dissatisfied,PT,Boeing 737,2055,BUS
SENT_5926,Dissatisfied,NK,McDonnell Douglas DC-9,4368,ECO_P
SENT_5927,Dissatisfied,WN,Boeing 737,8631,F_CLASS
SENT_5928,Dissatisfied,B6,Embraer ERJ-190,2983,BUS
SENT_5929,Satisfied,AA,Embraer ERJ-190,3188,F_CLASS
SENT_5930,Dissatisfied,OH,Boeing 757,8299,ECO
SENT_5931,Dissatisfied,ZW,De Havilland Canada DHC-8 Dash 8,14425,ECO_P
SENT_5932,Neutral,QX,Canadair CRJ-700,13331,ECO
SENT_5933,Dissatisfied,EM,Tupolev Tu-204,1772,BUS
SENT_5934,Dissatisfied,YX,Embraer ERJ-190,4580,BUS
SENT_5935,Dissatisfied,WN,Boeing 737,6080,F_CLASS
SENT_5936,Neutral,AX,Boeing 767,14322,ECO
SENT_5937,Satisfied,ZW,British Aerospace BAe ATP,13313,BUS
SENT_5938,Satisfied,B6,Embraer ERJ-190,1604,F_CLASS
SENT_5939,Satisfied,F9,Airbus A321,12345,BUS
SENT_5940,Satisfied,QX,Dornier Do-328,949,ECO
SENT_5941,Neutral,AS,Canadair CRJ-700,2759,F_CLASS
SENT_5942,Dissatisfied,QX,Canadair CRJ-700,637,BUS
SENT_5943,Dissatisfied,ZW,British Aerospace BAe ATP,12867,F_CLASS
SENT_5944,Satisfied,KS,Fokker F70 / F100,10003,ECO_P
SENT_5945,Satisfied,DL,Boeing 757,12308,ECO
SENT_5946,Neutral,ZW,De Havilland Canada DHC-8 Dash 8,11911,ECO
SENT_5947,Dissatisfied,YV,Embraer ERJ-170,8177,ECO
SENT_5948,Dissatisfied,9E,Canadair CRJ-100 Series,6233,ECO
SENT_5949,Neutral,YV,Canadair CRJ-700,8250,ECO
SENT_5950,Dissatisfied,YX,De Havilland Canada DHC-8 Dash 8,661,ECO
SENT_5951,Dissatisfied,F9,Airbus A319,10083,ECO
SENT_5952,Satisfied,UA,Boeing 747,9104,F_CLASS
SENT_5953,Satisfied,VX,Airbus A319,9145,ECO_P
SENT_5954,Satisfied,AX,Boeing 767,7867,ECO
SENT_5955,Neutral,AA,Airbus A321,8873,ECO_P
SENT_5956,Satisfied,F9,Airbus A321,12353,F_CLASS
SENT_5957,Dissatisfied,YX,Embraer ERJ-170,14024,ECO
SENT_5958,Dissatisfied,C5,Airbus A321,599,BUS
SENT_5959,Dissatisfied,AX,Boeing 767,13407,F_CLASS
SENT_5960,Dissatisfied,YX,Embraer ERJ-170,4107,F_CLASS
SENT_5961,Neutral,HA,McDonnell Douglas MD-80,3503,F_CLASS
SENT_5962,Dissatisfied,9K,ATR 42/72,9138,BUS
SENT_5963,Dissatisfied,CP,Canadair CRJ-100 Series,4218,ECO_P
SENT_5964,Neutral,HA,Boeing 717,12561,ECO_P
SENT_5965,Neutral,NK,McDonnell Douglas MD-80,1418,BUS
SENT_5966,Satisfied,WN,Boeing 737,13845,ECO
SENT_5967,Dissatisfied,DL,Boeing 717,8394,BUS
SENT_5968,Neutral,G7,Embraer EMB-120 Brasilia,12274,BUS
SENT_5969,Neutral,G4,McDonnell Douglas MD-80,8243,BUS
SENT_5970,Neutral,UA,McDonnell Douglas DC-10,1874,ECO_P
SENT_5971,Satisfied,DL,Boeing 777,6722,F_CLASS
SENT_5972,Satisfied,HA,Airbus A330,9440,ECO_P
SENT_5973,Neutral,PT,Boeing 737,13897,F_CLASS
SENT_5974,Neutral,C5,Airbus A321,12903,BUS
SENT_5975,Neutral,CP,Embraer ERJ-170,14212,F_CLASS
SENT_5976,Neutral,F9,Airbus A320,7038,ECO
SENT_5977,Satisfied,PT,Boeing 737,4224,ECO
SENT_5978,Satisfied,YX,Embraer ERJ-170,11920,ECO
SENT_5979,Satisfied,F9,De Havilland Canada DHC-8 Dash 8,13105,ECO
SENT_5980,Satisfied,AX,Boeing 767,11880,ECO
SENT_5981,Satisfied,UA,Boeing 727,3329,BUS
SENT_5982,Satisfied,YX,Embraer ERJ-170,10197,ECO
SENT_5983,Satisfied,PT,Boeing 737,886,F_CLASS
SENT_5984,Satisfied,OO,Canadair CRJ-700,2745,F_CLASS
SENT_5985,Satisfied,YV,De Havilland Canada DHC-8 Dash 8,3828,ECO_P
SENT_5986,Satisfied,AA,Airbus A321,3235,F_CLASS
SENT_5987,Satisfied,ZW,Dornier Do-328,4154,BUS
SENT_5988,Satisfied,CP,Canadair CRJ-100 Series,7263,ECO
SENT_5989,Satisfied,CP,Canadair CRJ-100 Series,116,F_CLASS
SENT_5990,Satisfied,AX,Boeing 767,6130,BUS
SENT_5991,Satisfied,CP,Canadair CRJ-100 Series,13929,ECO
SENT_5992,Satisfied,YX,De Havilland Canada DHC-8 Dash 8,7162,ECO_P
SENT_5993,Satisfied,F9,Airbus A321,1818,BUS
SENT_5994,Satisfied,OO,Canadair CRJ-100 Series,765,ECO_P
SENT_5995,Neutral,G7,Embraer EMB-120 Brasilia,11413,ECO
SENT_5996,Satisfied,MQ,Embraer ERJ-170,12146,F_CLASS
SENT_5997,Neutral,EM,McDonnell Douglas MD-11,4,ECO
SENT_5998,Satisfied,VX,Airbus A320,7944,ECO
SENT_5999,Satisfied,B6,Airbus A321,14393,F_CLASS
SENT_6000,Neutral,OH,Boeing 757,8022,ECO
SENT_6001,Satisfied,MQ,Embraer ERJ-170,13557,BUS
SENT_6002,Satisfied,AS,McDonnell Douglas MD-80,8447,ECO
SENT_6003,Satisfied,WN,Boeing 737,2993,ECO_P
SENT_6004,Satisfied,MQ,Embraer ERJ-170,5130,ECO
SENT_6005,Satisfied,EV,ATR 42/72,13347,F_CLASS
SENT_6006,Satisfied,DL,Bombardier CS100,5651,ECO
SENT_6007,Dissatisfied,WN,Boeing 737,1472,ECO_P
SENT_6008,Satisfied,VX,Airbus A321,9498,ECO
SENT_6009,Neutral,AS,McDonnell Douglas MD-80,5660,BUS
SENT_6010,Satisfied,9E,Canadair CRJ-900,10950,ECO_P
SENT_6011,Dissatisfied,VX,Airbus A319,8771,F_CLASS
SENT_6012,Dissatisfied,EM,Antonov An-124,2513,F_CLASS
SENT_6013,Satisfied,AS,Boeing 737,10746,ECO_P
SENT_6014,Neutral,9E,Canadair CRJ-900,7312,ECO
SENT_6015,Neutral,AS,McDonnell Douglas MD-80,5532,ECO
SENT_6016,Neutral,OH,Boeing 757,8603,F_CLASS
SENT_6017,Neutral,9E,Canadair CRJ-100 Series,7123,ECO
SENT_6018,Neutral,G4,McDonnell Douglas DC-9,214,ECO
SENT_6019,Neutral,WN,Boeing 737,9529,ECO
SENT_6020,Neutral,VX,Airbus A319,388,ECO_P
SENT_6021,Dissatisfied,EM,McDonnell Douglas DC-10,12657,BUS
SENT_6022,Dissatisfied,NK,McDonnell Douglas MD-80,14679,ECO_P
SENT_6023,Dissatisfied,9E,Canadair CRJ-100 Series,3268,BUS
SENT_6024,Satisfied,AA,Boeing 777,5654,ECO
SENT_6025,Satisfied,NK,McDonnell Douglas DC-9,2099,ECO_P
SENT_6026,Satisfied,CP,Embraer ERJ-170,2027,ECO
SENT_6027,Neutral,ZW,Canadair CRJ-100 Series,8092,ECO_P
SENT_6028,Neutral,G4,Airbus A319,3331,ECO_P
SENT_6029,Dissatisfied,OO,Embraer EMB-120 Brasilia,14083,ECO_P
SENT_6030,Dissatisfied,B6,Airbus A320,13974,BUS
SENT_6031,Dissatisfied,AA,Boeing 717,9307,ECO_P
SENT_6032,Neutral,NK,Airbus A320,14041,F_CLASS
SENT_6033,Satisfied,CP,Canadair CRJ-100 Series,13091,ECO_P
SENT_6034,Neutral,G7,ATR 42/72,6944,ECO
SENT_6035,Dissatisfied,ZW,Canadair CRJ-100 Series,10880,BUS
SENT_6036,Neutral,KS,Boeing 737,8640,F_CLASS
SENT_6037,Dissatisfied,QX,Embraer E175,11809,ECO
SENT_6038,Dissatisfied,G7,British Aerospace Jetstream 41,12122,ECO
SENT_6039,Neutral,KS,Fokker F70 / F100,1426,BUS
SENT_6040,Satisfied,YX,Embraer ERJ-190,5914,BUS
SENT_6041,Neutral,AA,Boeing 777,12840,ECO
SENT_6042,Dissatisfied,AX,Boeing 767,11434,F_CLASS
SENT_6043,Dissatisfied,DL,Airbus A320,6209,ECO_P
SENT_6044,Satisfied,B6,Embraer ERJ-190,11640,ECO_P
SENT_6045,Neutral,9K,Airbus A320,7443,ECO_P
SENT_6046,Satisfied,G7,Embraer ERJ-145,8612,F_CLASS
SENT_6047,Neutral,PT,Boeing 737,13083,F_CLASS
SENT_6048,Neutral,DL,McDonnell Douglas MD-80,9059,F_CLASS
SENT_6049,Dissatisfied,9E,Canadair CRJ-900,2396,ECO
SENT_6050,Neutral,F9,De Havilland Canada DHC-8 Dash 8,7043,F_CLASS
SENT_6051,Neutral,QX,Canadair CRJ-700,3898,ECO_P
SENT_6052,Neutral,B6,Embraer ERJ-190,3026,ECO_P
SENT_6053,Neutral,AX,Boeing 767,6668,ECO_P
SENT_6054,Dissatisfied,MQ,Embraer ERJ-170,11578,BUS
SENT_6055,Neutral,PT,Boeing 737,5770,ECO_P
SENT_6056,Dissatisfied,B6,Airbus A320,13077,ECO_P
SENT_6057,Neutral,VX,Airbus A319,90,ECO
SENT_6058,Neutral,QX,De Havilland Canada DHC-8 Dash 8,4590,ECO
SENT_6059,Neutral,HA,McDonnell Douglas DC-10,10507,ECO_P
SENT_6060,Neutral,MQ,Embraer ERJ-170,4728,ECO_P
SENT_6061,Dissatisfied,WN,Boeing 737,14633,ECO
SENT_6062,Dissatisfied,UA,Boeing 787 Dreamliner,1328,ECO
SENT_6063,Neutral,B6,Embraer ERJ-190,2785,ECO_P
SENT_6064,Dissatisfied,OO,Embraer ERJ-170,14630,ECO_P
SENT_6065,Dissatisfied,YV,Embraer ERJ-145,6696,BUS
SENT_6066,Neutral,OO,Embraer E175-E2,7582,ECO
SENT_6067,Neutral,CP,Canadair CRJ-100 Series,351,BUS
SENT_6068,Neutral,AX,Boeing 767,9171,ECO
SENT_6069,Neutral,AS,Canadair CRJ-700,8680,BUS
SENT_6070,Neutral,B6,Airbus A320,8976,BUS
SENT_6071,Dissatisfied,NK,Airbus A319,11565,ECO
SENT_6072,Dissatisfied,PT,Boeing 737,13448,F_CLASS
SENT_6073,Dissatisfied,9E,Canadair CRJ-100 Series,12029,F_CLASS
SENT_6074,Dissatisfied,AS,Embraer ERJ-170,11962,F_CLASS
SENT_6075,Neutral,HA,ATR 42/72,2652,BUS
SENT_6076,Dissatisfied,MQ,Embraer ERJ-170,3861,F_CLASS
SENT_6077,Dissatisfied,HA,Boeing 717,12514,BUS
SENT_6078,Dissatisfied,MQ,Embraer ERJ-170,361,BUS
SENT_6079,Satisfied,WN,Boeing 737,5655,ECO_P
SENT_6080,Satisfied,KS,Airbus A319,6168,F_CLASS
SENT_6081,Satisfied,YV,De Havilland Canada DHC-8 Dash 8,4510,ECO
SENT_6082,Satisfied,KS,Airbus A320,12606,F_CLASS
SENT_6083,Satisfied,B6,Airbus A320,11786,BUS
SENT_6084,Dissatisfied,G4,Airbus A320,8606,ECO
SENT_6085,Neutral,ZW,Canadair CRJ-100 Series,13085,F_CLASS
SENT_6086,Neutral,AA,Boeing 737,7538,BUS
SENT_6087,Satisfied,ZW,Dornier Do-328,9093,ECO_P
SENT_6088,Neutral,QX,De Havilland Canada DHC-8 Dash 8,9489,F_CLASS
SENT_6089,Satisfied,ZW,Canadair CRJ-100 Series,6176,F_CLASS
SENT_6090,Neutral,9K,Airbus A350 XWB,784,BUS
SENT_6091,Neutral,EM,Antonov An-124,11214,ECO_P
SENT_6092,Satisfied,B6,Airbus A321,10812,ECO
SENT_6093,Neutral,9K,Embraer ERJ-170,11005,ECO
SENT_6094,Dissatisfied,9K,ATR 42/72,5556,ECO_P
SENT_6095,Neutral,QX,Dornier Do-328,10252,F_CLASS
SENT_6096,Neutral,EV,ATR 42/72,14105,ECO_P
SENT_6097,Dissatisfied,C5,Boeing 737,7348,ECO
SENT_6098,Neutral,OH,Boeing 757,3049,F_CLASS
SENT_6099,Neutral,EV,ATR 42/72,2945,ECO
SENT_6100,Satisfied,VX,Airbus A320,14352,ECO_P
SENT_6101,Satisfied,EM,Tupolev Tu-204,7861,ECO_P
SENT_6102,Satisfied,CP,Embraer ERJ-170,14180,ECO
SENT_6103,Dissatisfied,VX,Airbus A321,3284,ECO_P
SENT_6104,Neutral,MQ,Embraer ERJ-170,831,ECO_P
SENT_6105,Satisfied,YV,De Havilland Canada DHC-8 Dash 8,6449,ECO
SENT_6106,Neutral,OH,Boeing 757,13929,F_CLASS
SENT_6107,Dissatisfied,WN,Boeing 737,11270,ECO
SENT_6108,Neutral,9K,Airbus A320,3350,ECO
SENT_6109,Neutral,YV,Canadair CRJ-700,6014,ECO
SENT_6110,Dissatisfied,PT,Boeing 737,7114,ECO_P
SENT_6111,Dissatisfied,AS,McDonnell Douglas MD-80,2127,ECO
