ID,Gender,Age,Type,Purpose,
2993,Female,37,Returning,Business,Business
2994,Female,49,Returning,Business,Economy
2995,Male,50,Returning,Business,Business
2996,Female,20,First-time,Business,Business
2997,Female,45,Returning,Business,Business
2998,Female,35,First-time,Business,Business
2999,Female,27,Returning,Business,Business
3000,Female,44,Returning,Business,Business
3001,Female,24,First-time,Business,Economy
3002,Female,35,Returning,Business,Business
3003,Female,43,Returning,Business,Business
3004,Male,43,Returning,Business,Business
3005,Male,52,Returning,Business,Business
3006,Female,43,Returning,Business,Business
3007,Male,47,Returning,Business,Business
3008,Male,23,First-time,Business,Business
3009,Female,47,Returning,Business,Business
3010,Male,54,Returning,Business,Business
3011,Male,26,Returning,Business,Economy
3012,Male,42,Returning,Business,Business
3013,Female,47,Returning,Business,Business
3014,Female,49,Returning,Business,Business
3015,Male,41,Returning,Business,Business
3016,Male,9,First-time,Business,Economy
3017,Male,44,Returning,Business,Business
3018,Female,45,Returning,Business,Economy
3019,Female,56,Returning,Business,Business
3020,Female,18,First-time,Business,Economy
3021,Male,50,Returning,Business,Economy
3022,Male,49,Returning,Personal,Economy
3023,Male,11,Returning,Personal,Economy
3024,Female,18,Returning,Personal,Economy
3025,Male,26,Returning,Personal,Economy
3026,Female,11,Returning,Personal,Economy
3027,Female,31,Returning,Personal,Economy
3028,Male,52,Returning,Personal,Economy
3029,Male,29,Returning,Personal,Economy
3030,Female,15,Returning,Personal,Economy
3031,Female,27,First-time,Business,Business
3032,Male,76,Returning,Business,Economy Plus
3033,Male,13,Returning,Personal,Economy Plus
3034,Male,35,Returning,Personal,Economy Plus
3035,Female,42,Returning,Business,Economy Plus
3036,Male,28,First-time,Business,Business
3037,Male,51,Returning,Business,Business
3038,Female,53,Returning,Business,Business
3039,Male,34,Returning,Business,Business
3040,Male,43,Returning,Business,Business
3041,Male,52,Returning,Business,Business
3042,Male,24,First-time,Business,Economy
3043,Female,28,Returning,Business,Business
3044,Male,23,Returning,Business,Business
3045,Female,36,First-time,Business,Economy
3046,Female,23,Returning,Personal,Economy
3047,Female,42,Returning,Personal,Economy
3048,Female,49,Returning,Personal,Economy
3049,Male,62,Returning,Personal,Economy
3050,Male,14,Returning,Personal,Economy
3051,Female,30,Returning,Business,Business
3052,Female,58,Returning,Business,Business
3053,Male,63,Returning,Business,Business
3054,Female,55,Returning,Business,Business
3055,Male,55,Returning,Business,Business
3056,Female,41,First-time,Business,Business
3057,Female,37,First-time,Business,Economy
3058,Female,57,Returning,Business,Business
3059,Male,22,Returning,Personal,Economy
3060,Male,57,Returning,Personal,Economy
3061,Female,70,Returning,Personal,Economy
3062,Female,13,Returning,Personal,Economy
3063,Male,16,Returning,Personal,Economy
3064,Male,37,Returning,Business,Business
3065,Male,56,Returning,Business,Business
3066,Male,37,Returning,Personal,Business
3067,Female,41,Returning,Business,Business
3068,Female,28,First-time,Business,Business
3069,Female,25,First-time,Business,Business
3070,Female,41,Returning,Business,Business
3071,Male,40,Returning,Business,Business
3072,Male,51,Returning,Business,Business
3073,Female,58,Returning,Business,Business
3074,Male,54,Returning,Business,Business
3075,Male,32,Returning,Business,Business
3076,Male,46,Returning,Business,Business
3077,Male,41,Returning,Business,Business
3078,Female,46,Returning,Business,Business
3079,Female,42,Returning,Business,Business
3080,Male,46,Returning,Business,Business
3081,Female,46,Returning,Business,Economy
3082,Female,50,Returning,Business,Business
3083,Female,34,Returning,Business,Business
3084,Male,49,Returning,Business,Business
3085,Male,24,Returning,Business,Business
3086,Female,55,Returning,Business,Business
3087,Male,28,First-time,Business,Business
3088,Female,44,Returning,Business,Business
3089,Male,30,Returning,Business,Business
3090,Male,49,Returning,Business,Business
3091,Female,17,First-time,Business,Economy
3092,Male,50,Returning,Business,Business
3093,Female,14,Returning,Business,Business
3094,Male,36,Returning,Business,Business
3095,Male,51,Returning,Personal,Economy
3096,Male,47,Returning,Personal,Economy
3097,Male,59,Returning,Personal,Economy
3098,Female,33,Returning,Personal,Economy
3099,Female,25,Returning,Personal,Economy
3100,Male,48,Returning,Personal,Economy
3101,Female,13,Returning,Personal,Economy
3102,Male,39,Returning,Personal,Economy
3103,Female,34,Returning,Personal,Economy
3104,Male,9,Returning,Personal,Economy
3105,Male,12,Returning,Personal,Economy
3106,Female,50,Returning,Business,Business
3107,Female,60,Returning,Business,Economy Plus
3108,Male,62,Returning,Personal,Economy Plus
3109,Male,54,Returning,Personal,Economy Plus
3110,Male,34,Returning,Personal,Economy Plus
3111,Female,10,Returning,Personal,Economy Plus
3112,Male,68,Returning,Personal,Economy Plus
3113,Female,46,Returning,Business,Business
3114,Male,45,First-time,Business,Business
3115,Male,45,Returning,Business,Business
3116,Female,54,Returning,Business,Business
3117,Female,22,First-time,Business,Economy
3118,Male,29,First-time,Business,Economy
3119,Male,46,Returning,Business,Economy
3120,Male,27,First-time,Business,Economy
3121,Female,29,First-time,Business,Economy
3122,Female,28,Returning,Personal,Economy
3123,Female,69,Returning,Personal,Economy
3124,Female,27,Returning,Personal,Economy
3125,Male,10,Returning,Personal,Economy
3126,Female,23,Returning,Personal,Economy
3127,Male,22,Returning,Business,Economy Plus
3128,Male,57,Returning,Business,Business
3129,Female,50,Returning,Business,Business
3130,Male,58,Returning,Business,Business
3131,Male,59,Returning,Business,Business
3132,Female,60,Returning,Business,Business
3133,Female,39,First-time,Business,Business
3134,Male,44,Returning,Business,Business
3135,Female,39,Returning,Business,Business
3136,Male,49,Returning,Business,Business
3137,Female,39,Returning,Business,Business
3138,Female,51,Returning,Business,Business
3139,Male,22,First-time,Business,Business
3140,Female,48,Returning,Business,Economy
3141,Male,51,Returning,Business,Business
3142,Male,41,Returning,Business,Economy
3143,Male,36,Returning,Business,Business
3144,Male,60,Returning,Business,Business
3145,Male,59,First-time,Business,Business
3146,Male,40,Returning,Business,Business
3147,Female,28,First-time,Business,Business
3148,Male,25,First-time,Business,Business
3149,Female,37,Returning,Business,Business
3150,Female,53,Returning,Personal,Economy
3151,Male,59,Returning,Personal,Economy
3152,Female,8,Returning,Personal,Economy
3153,Male,57,Returning,Personal,Economy
3154,Male,63,Returning,Personal,Economy
3155,Female,23,Returning,Personal,Economy
3156,Female,58,Returning,Business,Business
3157,Female,41,Returning,Business,Business
3158,Male,44,Returning,Business,Business
3159,Male,11,Returning,Personal,Economy Plus
3160,Female,39,Returning,Business,Business
3161,Male,23,Returning,Business,Business
3162,Male,56,Returning,Business,Business
3163,Male,64,Returning,Personal,Business
3164,Male,7,Returning,Personal,Business
3165,Male,26,Returning,Business,Business
3166,Male,24,First-time,Business,Business
3167,Male,36,Returning,Business,Business
3168,Female,39,Returning,Business,Business
3169,Male,54,Returning,Business,Business
3170,Female,21,First-time,Business,Economy
3171,Female,62,Returning,Business,Business
3172,Male,52,Returning,Business,Business
3173,Female,40,Returning,Business,Business
3174,Male,53,Returning,Business,Business
3175,Male,44,First-time,Business,Economy
3176,Female,51,Returning,Business,Business
3177,Male,36,Returning,Business,Business
3178,Male,25,Returning,Business,Business
3179,Female,8,Returning,Business,Business
3180,Female,26,Returning,Business,Business
3181,Male,24,First-time,Business,Economy
3182,Male,28,Returning,Business,Business
3183,Male,29,Returning,Business,Business
3184,Male,53,Returning,Business,Economy
3185,Male,29,First-time,Business,Economy
3186,Female,29,Returning,Business,Business
3187,Female,50,Returning,Business,Business
3188,Male,31,Returning,Business,Business
3189,Male,39,Returning,Business,Business
3190,Male,40,Returning,Business,Economy
3191,Female,50,Returning,Business,Economy
3192,Female,54,First-time,Business,Economy
3193,Male,42,Returning,Business,Business
3194,Male,39,Returning,Business,Economy
3195,Female,25,Returning,Personal,Economy
3196,Male,48,Returning,Personal,Economy
3197,Male,65,Returning,Personal,Economy
3198,Male,18,Returning,Personal,Economy
3199,Female,53,Returning,Personal,Economy
3200,Male,68,Returning,Personal,Economy
3201,Male,16,Returning,Personal,Economy
3202,Male,69,Returning,Personal,Economy
3203,Female,55,Returning,Personal,Economy
3204,Female,15,Returning,Personal,Economy
3205,Male,38,Returning,Personal,Economy
3206,Female,18,Returning,Personal,Economy
3207,Female,14,Returning,Personal,Economy
3208,Male,50,Returning,Personal,Economy
3209,Female,15,Returning,Personal,Economy
3210,Female,34,Returning,Business,Business
3211,Female,46,Returning,Business,Business
3212,Male,64,Returning,Business,Economy Plus
3213,Female,35,Returning,Business,Economy Plus
3214,Female,67,Returning,Personal,Economy Plus
3215,Female,46,Returning,Personal,Economy Plus
3216,Male,48,First-time,Business,Business
3217,Male,46,First-time,Business,Business
3218,Female,40,Returning,Business,Business
3219,Male,11,Returning,Business,Business
3220,Female,23,First-time,Business,Business
3221,Female,48,Returning,Business,Business
3222,Female,53,Returning,Business,Business
3223,Female,41,Returning,Business,Business
3224,Male,18,Returning,Business,Business
3225,Female,58,Returning,Personal,Economy
3226,Male,58,Returning,Business,Business
3227,Female,65,First-time,Business,Business
3228,Female,60,Returning,Business,Business
3229,Male,38,First-time,Business,Business
3230,Female,21,First-time,Business,Economy
3231,Female,55,Returning,Business,Business
3232,Male,39,Returning,Business,Business
3233,Male,51,Returning,Business,Business
3234,Female,58,Returning,Business,Business
3235,Female,9,Returning,Personal,Business
3236,Female,27,Returning,Personal,Business
3237,Male,42,Returning,Business,Business
3238,Male,59,Returning,Business,Business
3239,Female,39,Returning,Business,Business
3240,Male,58,Returning,Business,Business
3241,Male,43,Returning,Business,Business
3242,Male,48,Returning,Business,Business
3243,Female,46,Returning,Business,Business
3244,Male,69,Returning,Business,Business
3245,Female,57,Returning,Business,Business
3246,Male,39,First-time,Business,Business
3247,Male,49,Returning,Business,Business
3248,Male,25,First-time,Business,Business
3249,Female,46,Returning,Business,Business
3250,Male,41,Returning,Business,Business
3251,Male,46,Returning,Business,Business
3252,Male,32,First-time,Business,Business
3253,Female,39,Returning,Business,Business
3254,Female,27,Returning,Business,Business
3255,Female,56,Returning,Business,Business
3256,Female,41,Returning,Business,Business
3257,Male,75,Returning,Business,Business
3258,Female,24,First-time,Business,Economy
3259,Male,44,Returning,Business,Business
3260,Female,40,Returning,Business,Business
3261,Female,57,Returning,Business,Business
3262,Female,47,Returning,Business,Business
3263,Female,36,First-time,Business,Economy
3264,Female,61,Returning,Business,Business
3265,Female,30,First-time,Business,Economy
3266,Male,29,Returning,Business,Business
3267,Female,32,Returning,Business,Economy
3268,Female,22,First-time,Business,Business
3269,Male,32,Returning,Business,Business
3270,Male,45,Returning,Business,Economy
3271,Female,39,Returning,Business,Business
3272,Female,66,Returning,Business,Business
3273,Male,51,Returning,Business,Economy
3274,Female,61,Returning,Business,Economy
3275,Male,54,Returning,Business,Economy
3276,Female,67,Returning,Business,Business
3277,Male,23,First-time,Business,Economy
3278,Male,65,Returning,Personal,Economy
3279,Male,19,Returning,Personal,Economy
3280,Female,54,Returning,Personal,Economy
3281,Male,69,Returning,Personal,Economy
3282,Female,26,Returning,Personal,Economy
3283,Male,24,Returning,Personal,Economy
3284,Male,60,Returning,Personal,Economy
3285,Female,14,Returning,Personal,Economy
3286,Male,56,Returning,Personal,Economy
3287,Male,57,Returning,Personal,Economy
3288,Female,10,Returning,Personal,Economy
3289,Female,29,Returning,Personal,Economy
3290,Female,69,Returning,Personal,Economy
3291,Male,57,Returning,Personal,Economy
3292,Male,22,Returning,Personal,Economy
3293,Male,30,First-time,Personal,Economy
3294,Female,42,Returning,Personal,Economy
3295,Male,56,Returning,Personal,Economy
3296,Male,27,Returning,Personal,Economy
3297,Male,50,Returning,Personal,Economy
3298,Male,25,Returning,Personal,Economy
3299,Male,30,Returning,Personal,Economy
3300,Male,41,Returning,Personal,Economy
3301,Female,78,Returning,Business,Business
3302,Female,51,Returning,Business,Business
3303,Female,30,Returning,Business,Economy Plus
3304,Male,46,Returning,Personal,Economy Plus
3305,Female,36,Returning,Personal,Economy Plus
3306,Female,38,First-time,Business,Business
3307,Female,22,First-time,Business,Business
3308,Male,38,First-time,Business,Business
3309,Male,58,Returning,Business,Business
3310,Female,22,First-time,Business,Business
3311,Female,40,First-time,Business,Business
3312,Female,51,Returning,Business,Business
